,index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
959,959,discrmanational,noncoms,0.7899296283721924,goldbricking,0.778316080570221,program preferences,0.7685073614120483
2243,2243,nature,company,0.7899103164672852,combat,0.7375541925430298,recreation,0.7284139394760132
1114,1114,enlistedvsofficer,soldier deposits,0.7899025082588196,fighting facts,0.7594783306121826,officer training,0.755111038684845
3263,3263,slanteyeddevil,soldier deposits,0.7897352576255798,job turnover,0.7475388646125793,job preference,0.7354367971420288
3738,3738,vacay,malary,0.7897181510925293,usos,0.7686623334884644,pacific toughness,0.7342950105667114
3468,3468,sympathy,aggression,0.7897087335586548,morale,0.7743357419967651,job satisfaction,0.7554393410682678
3816,3816,warrantofficer,officer training,0.7896990180015564,section chief,0.7765885591506958,service personnel,0.7716785669326782
587,587,changecareer,job turnover,0.7895864248275757,fighting facts,0.7620053887367249,soldier deposits,0.7600881457328796
275,275,asap,gi bill,0.7895653247833252,live talen,0.7762134671211243,noncoms,0.7681584358215332
730,730,commendation,decorations,0.7895241379737854,induction,0.7755364179611206,orientation,0.7615530490875244
36,36,75thdivision,infantry,0.7894020676612854,headquarters,0.7165248394012451,military police,0.7004375457763672
2075,2075,medicalcareer,civilian skills,0.7892643809318542,political views,0.7837746143341064,service personnel,0.7479599118232727
1965,1965,liveoffbase,base units,0.7892447710037231,radio listening habits,0.7671175599098206,live talen,0.7637403011322021
3881,3881,whywefight,fighting facts,0.7892187237739563,pacific toughness,0.7599159479141235,us in the world,0.7246670126914978
671,671,cliques,fighting facts,0.7891342639923096,job preference,0.7754707932472229,limited assignments,0.7736322283744812
2758,2758,preferentialtreatment,program preferences,0.789070188999176,preparedness,0.7756977081298828,radio listening habits,0.7701908349990845
1651,1651,husband,orientation,0.7890561819076538,name,0.7759411334991455,postwar,0.7700819373130798
2767,2767,presidentialpower,leadership,0.7888994216918945,media influence,0.7660725712776184,military police,0.7635021209716797
1607,1607,homecoming,recreation,0.7888451218605042,war week,0.7858080863952637,headquarters,0.7632459402084351
3179,3179,sendpeoplehome,working with civilians,0.7887560725212097,soldier deposits,0.7680851817131042,homefront,0.7599277496337891
286,286,assuranceoffutureopportunities,confidence in troops,0.7887352108955383,morale program,0.7717027068138123,preparedness,0.765792727470398
2167,2167,missused,returnees,0.7885839343070984,ups,0.7828525900840759,yank,0.7740843296051025
2289,2289,newguys,soldier deposits,0.788567841053009,fighting facts,0.7627913355827332,food,0.7460910081863403
2612,2612,pencilpushers,separation centers,0.7885505557060242,radio listening habits,0.7681863307952881,post exchanges,0.7414143681526184
3478,3478,takingupspace,fighting facts,0.7884422540664673,limited assignments,0.7648670673370361,pacific toughness,0.7449976801872253
1103,1103,england,italy,0.7883520722389221,japan,0.7406520247459412,doctors,0.6655329465866089
3242,3242,simpleman,soldier deposits,0.7882879376411438,job preference,0.7621690630912781,job turnover,0.7618874311447144
3293,3293,sojourner,soldier deposits,0.7882518768310547,live talen,0.7656145691871643,returnees,0.7493037581443787
1237,1237,faultychainofcommand,confidence in troops,0.7882345914840698,length of war,0.7716466188430786,preparedness,0.7561649084091187
1472,1472,goodlife,job satisfaction,0.7881962060928345,food,0.7674316763877869,job preference,0.7549017071723938
3352,3352,sports,education,0.7881672978401184,media,0.7725624442100525,women,0.7189517617225647
1756,1756,international,combat,0.7880007028579712,mission,0.784083366394043,orientation,0.781019389629364
1515,1515,gripe,returnees,0.7877718806266785,yank,0.7831597924232483,soldier deposits,0.772589921951294
1291,1291,fitforduty,pride in outfit,0.7877299785614014,soldier deposits,0.7646569013595581,limited assignments,0.7525568604469299
328,328,badgrammar,fighting facts,0.7876808643341064,job preference,0.7711011171340942,limited assignments,0.7568116188049316
2616,2616,perminentresidence,noncoms,0.7875648140907288,pacific toughness,0.7548052668571472,separation centers,0.7531729936599731
1733,1733,injury,censorship,0.7875484824180603,discipline,0.7728456854820251,draft,0.7542639970779419
1972,1972,livinglikerielly,pacific toughness,0.7874851226806641,job turnover,0.769037127494812,soldier deposits,0.7663587927818298
3167,3167,selectivesevrice,dischargees,0.7874084711074829,goldbricking,0.7835631966590881,pacific toughness,0.7833300828933716
3659,3659,unequaltreatment,censorship,0.7873408198356628,job preference,0.7726470828056335,preparedness,0.7683866620063782
1929,1929,lieutenants,officer training,0.7873221039772034,officers,0.7771279811859131,service personnel,0.7606136798858643
2785,2785,print,headquarters,0.787295401096344,mission,0.7805685997009277,opinions,0.7799279689788818
509,509,budget,draft,0.7872832417488098,equipment,0.7765915393829346,supplies,0.7702535390853882
1038,1038,drunkenness,combat stress,0.7872035503387451,job preference,0.7701561450958252,preparedness,0.7605714797973633
1252,1252,fepc,ncos,0.7871516346931458,wac,0.7728111147880554,noncoms,0.7409026026725769
1694,1694,indecisive,enemy vindictiveness,0.7871090173721313,vindictiveness,0.7541855573654175,redeployment,0.6810781359672546
2693,2693,poorgrade,job preference,0.7870569825172424,limited assignments,0.767061710357666,morale program,0.7502704858779907
2666,2666,please,yank,0.7869917154312134,returnees,0.7396560311317444,homefront,0.7321571707725525
885,885,demean,aggression,0.7869910001754761,soldier deposits,0.7657248973846436,returnees,0.7469150424003601
3831,3831,wasteful,fighting facts,0.7867466807365417,job turnover,0.7736691236495972,soldier deposits,0.7665279507637024
3521,3521,theboys,blacks,0.7867088913917542,rules,0.7753872275352478,headquarters,0.7569097876548767
673,673,closer,aggression,0.7866312861442566,soldier deposits,0.779481828212738,yank,0.7704103589057922
545,545,campmurray,headquarters,0.7866234183311462,rec centers,0.7806048393249512,post exchanges,0.7685397863388062
2040,2040,manual,civilian skills,0.7865967750549316,mission,0.7788476347923279,discharge,0.7704948782920837
1417,1417,gentlemen,headquarters,0.7865478992462158,officers,0.7774019241333008,rules,0.7651979923248291
557,557,card,mission,0.7864772081375122,orientation,0.78493732213974,training,0.7724029421806335
689,689,collegeeduction,morale program,0.7863896489143372,goldbricking,0.7725591063499451,job evaluation,0.7723697423934937
1777,1777,inwiththeyoung,fighting facts,0.7863867878913879,pacific toughness,0.7631592750549316,us in the world,0.7503312230110168
406,406,bettertreatment,hospitalization,0.7863222360610962,patient care,0.7728146910667419,radio listening habits,0.760368287563324
812,812,cos,ncos,0.7861320972442627,noncoms,0.7666690349578857,orientation,0.7641173005104065
3658,3658,unequaltimeoff,time off,0.7860686182975769,job satisfaction,0.7361430525779724,transfer account plan,0.7254094481468201
1344,1344,formerjob,job turnover,0.7860399484634399,section chief,0.7408373355865479,branch of service,0.7306782603263855
975,975,disqualified,promotion,0.7859675884246826,doctors,0.7655816078186035,women,0.7354927062988281
2782,2782,pricy,orientation,0.785820484161377,malary,0.7822418212890625,soldier deposits,0.7783476114273071
2247,2247,navyorganization,army living,0.785750687122345,overseas combat,0.7737413048744202,service personnel,0.763788640499115
3132,3132,satisfied,aggression,0.7857295870780945,savings,0.7831748127937317,soldier deposits,0.7720390558242798
3201,3201,servicestinks,radio listening habits,0.7856259942054749,goldbricking,0.7784759998321533,job satisfaction,0.7629185914993286
2430,2430,notunequal,fighting facts,0.7856201529502869,pacific toughness,0.775655210018158,noncoms,0.7613109946250916
2478,2478,old,brief,0.7855651378631592,yank,0.7841751575469971,soldier deposits,0.7642197608947754
1723,1723,inferioritycomplex,job preference,0.7855331301689148,job satisfaction,0.7612118124961853,separation centers,0.761039137840271
1581,1581,helper,returnees,0.7854943871498108,soldier deposits,0.776392936706543,program preferences,0.7523614168167114
1189,1189,factoryworkers,job preference,0.7854539155960083,job evaluation,0.7745651006698608,job satisfaction,0.7671180367469788
3377,3377,stationing,redistribution stations,0.7854106426239014,post exchanges,0.76793372631073,ward information,0.7477268576622009
2523,2523,optout,returnees,0.7854078412055969,surrender,0.7785722017288208,time off,0.7347477078437805
3888,3888,winningthewar,prosecution of the war,0.7853294610977173,overseas combat,0.6980965733528137,war bonds,0.6954576373100281
453,453,boostmorale,confidence in troops,0.7852649092674255,morale,0.7842584252357483,morale program,0.7586924433708191
3060,3060,returningfromoverseas,overseas combat,0.7851814031600952,service personnel,0.7403407692909241,veterans,0.7378597855567932
2651,2651,places,food,0.7851718068122864,opinions,0.7826199531555176,name,0.7746227383613586
175,175,anotherwar,postwar opportunities,0.785115122795105,fighting facts,0.7630450129508972,war week,0.7609974145889282
3465,3465,sweet,aggression,0.7851149439811707,sex,0.7825683951377869,food,0.7642427086830139
1097,1097,engaged,enlisted,0.7850952744483948,ups,0.7842663526535034,postwar,0.7696376442909241
2334,2334,nodefiniteplans,limited assignments,0.7850896716117859,job preference,0.7363094687461853,time off,0.7313818335533142
2432,2432,notwelcome,aggression,0.7850406169891357,soldier deposits,0.7771779894828796,homefront,0.7726835012435913
451,451,bonus,promotion,0.7849632501602173,point system,0.7212705016136169,promotions,0.7151226997375488
1983,1983,long,brief,0.7848673462867737,rotation,0.7329856753349304,yank,0.717512845993042
2054,2054,marriedmen,marital status,0.7848477959632874,service personnel,0.768918514251709,veterans,0.7455765008926392
2382,2382,normallife,fighting facts,0.7847625017166138,food,0.7809615731239319,limited assignments,0.7775773406028748
2082,2082,medicalschool,medical care,0.7846326231956482,morale program,0.7790659070014954,patient care,0.7671270370483398
2489,2489,onduty,service personnel,0.7845964431762695,overseas combat,0.7645972371101379,soldier deposits,0.7579688429832458
404,404,bettertesting,separation centers,0.7845755219459534,gi bill,0.7741446495056152,pacific toughness,0.7719799280166626
3173,3173,selfless,duty,0.7845671772956848,homefront,0.7760392427444458,preparedness,0.7742648124694824
1086,1086,emphasis_supplied,fighting facts,0.7843589186668396,job turnover,0.7838723659515381,opinions,0.7795938849449158
686,686,cold,aggression,0.7843443155288696,food,0.7684671878814697,headquarters,0.7573856711387634
2554,2554,overseasservice,further service,0.7843242883682251,service personnel,0.7504978775978088,personal services,0.6335874795913696
1831,1831,jokester,soldier deposits,0.7842809557914734,section chief,0.7569849491119385,job evaluation,0.7420706152915955
3361,3361,stalin,postwar,0.7842687368392944,segregation,0.7803395986557007,training,0.7602462768554688
1937,1937,lifechangingexperience,pacific toughness,0.7841958999633789,job satisfaction,0.7477580904960632,radio listening habits,0.7455193996429443
2416,2416,notmyamerica,homefront,0.7841280698776245,soldier deposits,0.746992290019989,yank,0.7394647598266602
3271,3271,smallbusiness,business ownership,0.7840609550476074,civilian skills,0.726067304611206,personal services,0.7008331418037415
1685,1685,incompetence,vindictiveness,0.7840054631233215,preparedness,0.6603527665138245,retraining,0.6506673693656921
1416,1416,gentleman,aggression,0.7839582562446594,soldier deposits,0.781589150428772,headquarters,0.7661263346672058
3365,3365,stars,doctors,0.7839496731758118,headquarters,0.7620722651481628,name,0.7447075247764587
2522,2522,optomistic,separation centers,0.7835977673530579,evaluation,0.7552645802497864,goldbricking,0.7548574805259705
2368,2368,nopeace,limited assignments,0.7835525274276733,postwar opportunities,0.7598041892051697,fighting facts,0.7557230591773987
2446,2446,oddlyspecific,brief,0.7835312485694885,pacific toughness,0.7618719935417175,soldier deposits,0.7572448253631592
1336,1336,foreignsoil,german clothing,0.7834925651550293,living conditions,0.7430112957954407,sex contact,0.7341921329498291
3937,3937,worthwile,fighting facts,0.783425509929657,savings,0.770723283290863,homefront,0.7617098093032837
3936,3936,worthwhile,fighting facts,0.783425509929657,savings,0.770723283290863,homefront,0.7617098093032837
2895,2895,racialequality,minorities,0.7833455801010132,segregation,0.7786730527877808,war bonds,0.7351808547973633
3942,3942,wrongbranch,soldier deposits,0.78331458568573,returnees,0.7755175232887268,yank,0.7740866541862488
2865,2865,question18,returnees,0.7832711935043335,program preferences,0.7686648964881897,rules,0.7635962963104248
1063,1063,educated,housing,0.7832492589950562,induction,0.7741371989250183,orientation,0.7702189683914185
3301,3301,soldierexpression,soldier deposits,0.7832035422325134,combat stress,0.7448400259017944,pacific toughness,0.7357656955718994
2681,2681,polish,japanese,0.7831329703330994,japan,0.7306816577911377,censorship,0.6599471569061279
2848,2848,purpleheart,gi bill,0.7830287218093872,homefront,0.7828478813171387,returnees,0.7816802263259888
1358,1358,fouryearsexperience,limited assignments,0.7829583883285522,combat stress,0.7717640399932861,officer training,0.7656341791152954
1912,1912,lendlease,war bonds,0.7829138040542603,gi bill,0.7641270160675049,goldbricking,0.7419880032539368
70,70,advances,promotion,0.7828646302223206,rules,0.7790811061859131,draft,0.7514252066612244
1139,1139,era,age,0.7827820777893066,mission,0.7707171440124512,orientation,0.7600213289260864
