,Zooniverse tag,Expert correspondance,similarity
3692,unjust,civilianskills,[[0.75072676]]
384,better,aggression,[[0.7505968]]
2050,marriage,maritalstatus,[[0.7504431]]
486,bringthoseboyshome,enemyatrocities,[[0.7503484]]
1294,fittedfor,limitedassignments,[[0.75027674]]
1452,globalism,postwarworld,[[0.7496545]]
1966,livestock,children,[[0.7496543]]
306,australian,alaska,[[0.7493052]]
3951,x1186,pxs,[[0.7490264]]
33,5moreyears,orientation,[[0.7489939]]
2012,machinist,prideinoutfit,[[0.7489785]]
418,bilingual,germanradio,[[0.7484276]]
1466,good,sex,[[0.7482058]]
2402,noteamwork,name,[[0.74819565]]
2963,record,discipline,[[0.7477515]]
2950,realist,postwarworld,[[0.7475993]]
848,dance,discipline,[[0.7473868]]
3504,techschool,courses,[[0.74719685]]
529,buyahouse,basenewspapers,[[0.7471686]]
528,buyahome,basenewspapers,[[0.7471686]]
605,chemistry,education,[[0.7470194]]
1089,end,rest,[[0.74698526]]
3896,wishfulthinking,jobpreference,[[0.7466228]]
785,congress,doctors,[[0.74660146]]
3476,takestolong,japan,[[0.74656403]]
3371,state,alaska,[[0.7463689]]
2859,qualify,promotion,[[0.7460909]]
2496,onethought,usintheworld,[[0.74601996]]
887,democracies,demobilization,[[0.7458079]]
188,appearance,enemies,[[0.74574685]]
2352,nomorewar,jobpreference,[[0.74568266]]
146,american,japanese,[[0.74561906]]
678,cluelessofficer,attitudetowardengland,[[0.7454947]]
677,clueless,attitudetowardengland,[[0.7454947]]
111,airfield,barracks,[[0.7451017]]
2322,noaftercare,yank,[[0.744917]]
2815,professional,doctors,[[0.7447976]]
96,aggravations,prideinoutfit,[[0.7445543]]
3691,university,hospitalfacilities,[[0.74413925]]
3047,results,shows,[[0.7441308]]
3705,unqualified,noncoms,[[0.7440773]]
3706,unqualifiedofficers,noncoms,[[0.7440773]]
1307,fluff,warfinformation,[[0.7440656]]
2502,open-endedquestions,limitedassignments,[[0.74331737]]
2056,marriedwomen,maritalstatus,[[0.7432994]]
3962,:,localcivilians,[[0.7429381]]
1579,hellwithtomorrow,jobpreference,[[0.7429069]]
1615,homesick,homefront,[[0.7427001]]
1616,homesickness,homefront,[[0.7427001]]
2618,perpetuated,reccenters,[[0.74263257]]
1059,economist,servicepersonnel,[[0.74184513]]
690,colonialism,postwarworld,[[0.7417948]]
2506,ophthalmology,krations,[[0.74168724]]
1864,laidbacklifestyle,confidenceintroops,[[0.74152243]]
1152,evaders,pows,[[0.7415019]]
2428,notthebestlife,usintheworld,[[0.74136454]]
352,basketball,education,[[0.7411524]]
1639,hours,rations,[[0.74109936]]
1601,hitler,postwarworld,[[0.74068654]]
2055,marriedsoldier,enemyvindictiveness,[[0.7401588]]
1667,illegible,reccenters,[[0.7396784]]
1157,ewww,pxs,[[0.73949575]]
1385,ftwarren,sexcontact,[[0.73917913]]
992,divisions,promotion,[[0.73910356]]
194,aptitude,preparedness,[[0.73877466]]
906,dermatitis,dentalcare,[[0.7385845]]
2688,poll,draft,[[0.7377675]]
2284,newfield,redcross,[[0.7373799]]
3863,whataview,jobpreference,[[0.7372502]]
1686,incompetent,noncoms,[[0.73711586]]
1687,incompetentleadership,noncoms,[[0.73711586]]
1688,incompetentofficers,noncoms,[[0.73711586]]
1689,incompetentsuperiors,noncoms,[[0.73711586]]
1685,incompetence,noncoms,[[0.73711586]]
2106,messedup,heavybombardmentgroups,[[0.73701763]]
3881,whywefight,usintheworld,[[0.7363376]]
3034,reserved,limitedassignments,[[0.7361851]]
2490,oneanddone,usintheworld,[[0.7358495]]
1739,insignia,decorations,[[0.7356356]]
2051,married,enlisted,[[0.7354939]]
2445,ocs,men,[[0.73534656]]
3878,whoyouknow,usintheworld,[[0.73532945]]
1356,fouledup,enemyatrocities,[[0.7347163]]
2391,nostalgia,recreation,[[0.7344761]]
2338,nofreedom,jobpreference,[[0.73435444]]
3025,republic,doctors,[[0.7341962]]
2972,rediculousprices,redeployment,[[0.7341771]]
1463,golf,discipline,[[0.7341046]]
1857,kpduty,localcivilians,[[0.7339909]]
1117,enlistmentchoice,conscription,[[0.7338383]]
1116,enlistment,conscription,[[0.7338383]]
1098,engineer,doctors,[[0.7335627]]
1520,grudge,vindictiveness,[[0.7332903]]
1521,grudges,vindictiveness,[[0.7332903]]
2964,records,entertainment,[[0.7332602]]
1697,independent,allies,[[0.73311055]]
2308,newyearnewme,goldbricking,[[0.73298854]]
373,belittlement,goldbricking,[[0.73278606]]
2347,noinformation,aficourses,[[0.73275644]]
2333,nocomplaints,noncoms,[[0.73271495]]
2332,nocomments,noncoms,[[0.73271495]]
2331,nocomment,noncoms,[[0.73271495]]
1224,fascism,censorship,[[0.73266315]]
1522,grunt,jobturnover,[[0.7324699]]
1523,grunts,ncos,[[0.73217964]]
2439,nutritionist,dentalcare,[[0.7316532]]
2751,pre-planned,localcivilians,[[0.731617]]
681,cobbler,specialservices,[[0.7315364]]
551,cantwaittogethome,reccenters,[[0.73121506]]
550,cantwait,reccenters,[[0.73121506]]
3879,whyarewedoingthis,usintheworld,[[0.7307716]]
1919,letmeserve,ups,[[0.7305809]]
1605,home,rest,[[0.7303961]]
468,boyscout,heavybombardmentgroups,[[0.73018044]]
3573,train,company,[[0.7300434]]
2661,plant,reccenters,[[0.7294686]]
3250,singlesoldier,limitedassignments,[[0.72826934]]
2858,qualified,men,[[0.7279407]]
3399,stopracism,jobpreference,[[0.72792655]]
1235,fatigues,pows,[[0.7276896]]
1,15874180,postwar,[[0.72741175]]
2708,positive,opinions,[[0.72728]]
3319,soontobemarried,physicalfitness,[[0.72717845]]
469,bragging,attitudetowardengland,[[0.72683316]]
1075,election,promotion,[[0.7267648]]
1078,elementary,headquarters,[[0.7266716]]
818,countries,doctors,[[0.72663224]]
3218,shakeup,timeoff,[[0.7265347]]
661,clarification,furloughs,[[0.72645414]]
3005,religion,education,[[0.7259839]]
2208,mosquitoes,civilianskills,[[0.7256687]]
3215,sexism,minorities,[[0.72515404]]
2071,medic,patientcare,[[0.7246839]]
3035,reserves,doctors,[[0.72461563]]
2542,overallperformance,personalservices,[[0.7240354]]
3885,win,promotion,[[0.7239044]]
1799,jiggers,prideinoutfit,[[0.72385496]]
23,30yrsplus,ups,[[0.723673]]
2898,racisim,vindictiveness,[[0.72355247]]
1993,lost,doctors,[[0.7226321]]
1833,journalist,servicepersonnel,[[0.72245884]]
2066,med,orientation,[[0.72239524]]
0,11airborn,orientation,[[0.7221693]]
3216,sexist,minorities,[[0.72201276]]
807,corporal,infantry,[[0.72103715]]
2249,nazism,postwarworld,[[0.72099715]]
3857,well-being,jobpreference,[[0.72061074]]
3513,thanks,savings,[[0.72038674]]
3862,what,mess,[[0.7203202]]
165,amphibianengineers,reccenters,[[0.71987426]]
3393,stigma,rotation,[[0.7188501]]
15,2lt,1in10rations,[[0.7187757]]
1835,jughead,heavybombardmentgroups,[[0.7187047]]
1511,green,doctors,[[0.7185428]]
575,cbi,wac,[[0.71801007]]
2278,newarmy,britishpapers,[[0.7174551]]
2246,navy,armyinsurance,[[0.7173633]]
3954,years,lengthofservice,[[0.71723264]]
2383,normandy,france,[[0.7169449]]
1073,eighteen,brief,[[0.716936]]
3685,united,headquarters,[[0.71682715]]
976,disrespect,dispensaries,[[0.716625]]
977,disrespected,dispensaries,[[0.716625]]
2312,next,brief,[[0.7158464]]
3201,servicestinks,conscription,[[0.71538335]]
2173,mixedcaps,limitedassignments,[[0.7152641]]
358,battlestar,combat,[[0.7149765]]
113,airforcepilots,armyinsurance,[[0.7149668]]
112,airforce,armyinsurance,[[0.7149668]]
904,depressing,sex,[[0.7148877]]
820,courage,efficiency,[[0.714647]]
3785,wakeupamerica,timeoff,[[0.71388376]]
2436,noworkweekend,enemyatrocities,[[0.7137966]]
3080,roaches,dischargees,[[0.71355945]]
3474,takeaway,timeoff,[[0.7135188]]
40,9th_division,name,[[0.71169496]]
3378,stations,dischargees,[[0.7115185]]
133,allotment,workingwithcivilians,[[0.71112233]]
134,allotments,workingwithcivilians,[[0.71112233]]
1865,land,children,[[0.7107658]]
2008,lynching,civilianskills,[[0.7107465]]
621,church,headquarters,[[0.7105412]]
3334,spam,censorship,[[0.7102276]]
515,bureacracy,vindictiveness,[[0.7094531]]
3440,sundays,bbc,[[0.7093835]]
2365,noorder,furloughs,[[0.7090389]]
310,average,limitedassignments,[[0.70851153]]
733,commercialairline,medicalcare,[[0.7079162]]
3824,washedout,groundpersonnel,[[0.70785123]]
2155,misplaced,retraining,[[0.70773196]]
958,discrimintation,censorship,[[0.7064843]]
846,cystproblems,inducationm,[[0.705791]]
312,awards,decorations,[[0.70541066]]
3648,uneduated,entalhealth,[[0.7050887]]
3649,uneducated,entalhealth,[[0.7050887]]
3864,whatsnext,usintheworld,[[0.70481604]]
1716,inequity,entalhealth,[[0.70466065]]
1100,engineers,doctors,[[0.7042783]]
2275,neurosis,physicalfitness,[[0.702981]]
2704,population,age,[[0.70196086]]
3877,whoshouldlead,usintheworld,[[0.70194453]]
2500,oops,housign,[[0.69737315]]
3182,sentback,promotion,[[0.6972525]]
3,16005,postwarexpections,[[0.69649434]]
2884,race-relations,discipline,[[0.69630796]]
982,dissent,opinions,[[0.6959018]]
938,disabled,civilians,[[0.695605]]
3949,ww2draft,wac,[[0.6955974]]
3948,ww2,wac,[[0.6955974]]
3947,ww1,wac,[[0.6955974]]
2841,ptsd,pointsystem,[[0.6946331]]
562,careerservice,careers,[[0.6944345]]
2949,realignment,retraining,[[0.69318205]]
2043,mapping,careers,[[0.6931429]]
3089,rotc,wac,[[0.6928596]]
3880,whyfight,jobpreference,[[0.69281864]]
3772,vjday,krations,[[0.6916968]]
3398,stoplynching,yank,[[0.69149137]]
3179,sendpeoplehome,name,[[0.6908109]]
2032,malaria-fever,censorship,[[0.6907812]]
2033,malaria-zone,censorship,[[0.6907812]]
2558,overtime,promotion,[[0.68976986]]
38,90daywonder,timeoff,[[0.68899095]]
75,adviceforfamily,opinionofallies,[[0.6880965]]
1326,ford,headquarters,[[0.6879073]]
1589,hierarchy,careers,[[0.68727714]]
416,biggsfield,redcross,[[0.68715036]]
454,bootcamp,radiolisteninghabits,[[0.6867076]]
3232,shouldbefine,usintheworld,[[0.6851784]]
1454,goals,promotion,[[0.6851088]]
2170,mistreatment,warindustries,[[0.68426687]]
130,allergy,medicalcare,[[0.6837774]]
2995,reintergration,krations,[[0.68355405]]
1142,escalation,espiritdcorps,[[0.68337965]]
1482,goodtime,leisuretime,[[0.6830797]]
596,chapel,orientation,[[0.6824315]]
361,beachhead,alaska,[[0.6821822]]
2034,malaria,censorship,[[0.68200684]]
1708,industrialization,postwarexpections,[[0.68063706]]
839,curfew,segregation,[[0.68051165]]
840,curfewregulations,segregation,[[0.68051165]]
2241,nationalguard,bbc,[[0.6803127]]
2242,nationalguardsmen,bbc,[[0.6803127]]
3247,single,limitedassignments,[[0.6799926]]
1674,impractical,noncoms,[[0.67968464]]
3375,station,barracks,[[0.67911065]]
1240,fcc,bbc,[[0.6783925]]
1604,home-ownership,promotion,[[0.677613]]
457,boowhittaker,chilhood,[[0.67713326]]
389,bettercountry,physicalfitness,[[0.6768333]]
60,activites,reccenters,[[0.672141]]
1111,enlistedmen,enlisted,[[0.67144716]]
30,511paratrooper,supplies,[[0.67085195]]
31,511th,supplies,[[0.67085195]]
16,2ndarmy,infantry,[[0.6708034]]
2265,negroes,blacks,[[0.6705595]]
3899,wofd,women,[[0.66887915]]
24,372ndunit,brief,[[0.66856396]]
1642,huachuca,alaska,[[0.66748947]]
3514,thankyou,moraleprogram,[[0.66719115]]
2743,potential,discharge,[[0.6665062]]
386,betterbecauseofit,physicalfitness,[[0.6656735]]
13,29028,gibill,[[0.6648277]]
819,country,discipline,[[0.6621786]]
3091,rotten,company,[[0.66187996]]
3152,seasickness,hospitalization,[[0.6601645]]
34,612,supplies,[[0.65984374]]
2916,railroad,company,[[0.659842]]
443,blurry,physicalfitness,[[0.6595376]]
3085,rookies,pows,[[0.65718746]]
889,democratic,minorities,[[0.65661514]]
3704,unprofessional,foreignpolicy,[[0.65425646]]
11,24026,prideinoutfit,[[0.6539532]]
2924,rangers,doctors,[[0.65206134]]
315,b-24,promotion,[[0.6519187]]
316,b-29,promotion,[[0.6519187]]
110,aircrew,enlisted,[[0.6469314]]
531,c-rations,pointsystem,[[0.64145935]]
814,costanalysis,brief,[[0.6371151]]
3660,unexperienced,pxs,[[0.63372767]]
3084,rommel,goldbricking,[[0.6330069]]
1007,dont,usintheworld,[[0.6315322]]
342,barbershops,heavybombardmentgroups,[[0.6312618]]
2715,postarmy,discharge,[[0.6288803]]
3540,timeserved,ratings,[[0.6265458]]
944,discardtosoldier,pointsystem,[[0.623681]]
3097,rural,recreation,[[0.6190022]]
2268,negros,espiritdcorps,[[0.6187876]]
774,condtions,reccenters,[[0.6152504]]
408,bff,pointsystem,[[0.6113672]]
101,ailments,discharge,[[0.6078769]]
827,cpn,enlisted,[[0.59439164]]
1184,facscism,wac,[[0.59352916]]
2045,marginalia,reccenters,[[0.5867797]]
2922,ranches,facilities,[[0.5646416]]
142,amen,rest,[[0.5517018]]
1617,homesteaders,veterans,[[0.5442329]]
1010,dotherealthing,enemyatrocities,[[0.5385256]]
3446,suppies,pxs,[[0.5371413]]
746,commonsense,redeployment,[[0.52669513]]
1626,hooah,usos,[[0.47181663]]
